cui	Disease Name	cui	Disease Name	MeSH Disease Class	UMLS Semantic Type	cui	Disease Name	gene	Symbol	gene	Symbol	Uniprot	Gene Name	Pathway	Panther Protein Class	gene	Symbol	Score	Disease	Score	Gene	Score	Disease	Gene	Score	Disease	Gene	Score	# Of PMIDs
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	6517	SLC2A4	6517	SLC2A4	P14672	solute carrier family 2 (facilitated glucose transporter), member 4	Developmental Biology; Membrane Trafficking; Transmembrane transport of small molecules; Metabolism	transporter	6517	SLC2A4	0.551294245808995	umls:C0011860	0.551294245808995	6517	0.551294245808995	umls:C0011860	6517	0.551294245808995	umls:C0011860	6517	0.551294245808995	48
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	5078	PAX4	5078	PAX4	O43316	paired box 4	Developmental Biology	nucleic acid binding; transcription factor	5078	PAX4	0.527304459957209	umls:C0011860	0.527304459957209	5078	0.527304459957209	umls:C0011860	5078	0.527304459957209	umls:C0011860	5078	0.527304459957209	13
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	2645	GCK	2645	GCK	P35557	glucokinase (hexokinase 4)	Developmental Biology; Transmembrane transport of small molecules; Metabolism	kinase; transferase	2645	GCK	0.52281260614472	umls:C0011860	0.52281260614472	2645	0.52281260614472	umls:C0011860	2645	0.52281260614472	umls:C0011860	2645	0.52281260614472	160
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	3159	HMGA1	3159	HMGA1	P17096	high mobility group AT-hook 1	Cellular responses to stress	nucleic acid binding	3159	HMGA1	0.514585104080097	umls:C0011860	0.514585104080097	3159	0.514585104080097	umls:C0011860	3159	0.514585104080097	umls:C0011860	3159	0.514585104080097	8
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	5167	ENPP1	5167	ENPP1	P22413	ectonucleotide pyrophosphatase/phosphodiesterase 1	Metabolism	hydrolase; phosphatase	5167	ENPP1	0.485280282718944	umls:C0011860	0.485280282718944	5167	0.485280282718944	umls:C0011860	5167	0.485280282718944	umls:C0011860	5167	0.485280282718944	56
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	6833	ABCC8	6833	ABCC8	Q09428	ATP-binding cassette, sub-family C (CFTR/MRP), member 8	Neuronal System; Transmembrane transport of small molecules; Metabolism	transporter	6833	ABCC8	0.481740416893566	umls:C0011860	0.481740416893566	6833	0.481740416893566	umls:C0011860	6833	0.481740416893566	umls:C0011860	6833	0.481740416893566	55
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	10644	IGF2BP2	10644	IGF2BP2	Q9Y6M1	insulin-like growth factor 2 mRNA binding protein 2	Gene Expression	enzyme modulator; nucleic acid binding	10644	IGF2BP2	0.481056678233653	umls:C0011860	0.481056678233653	10644	0.481056678233653	umls:C0011860	10644	0.481056678233653	umls:C0011860	10644	0.481056678233653	86
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	56729	RETN	56729	RETN	Q9HD89	resistin	null	null	56729	RETN	0.467682021728057	umls:C0011860	0.467682021728057	56729	0.467682021728057	umls:C0011860	56729	0.467682021728057	umls:C0011860	56729	0.467682021728057	54
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	4760	NEUROD1	4760	NEUROD1	Q13562	neuronal differentiation 1	Developmental Biology	nucleic acid binding; transcription factor	4760	NEUROD1	0.452303677091916	umls:C0011860	0.452303677091916	4760	0.452303677091916	umls:C0011860	4760	0.452303677091916	umls:C0011860	4760	0.452303677091916	28
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	3952	LEP	3952	LEP	P41159	leptin	Developmental Biology; Signal Transduction; Metabolism of proteins	signaling molecule	3952	LEP	0.450563004423745	umls:C0011860	0.450563004423745	3952	0.450563004423745	umls:C0011860	3952	0.450563004423745	umls:C0011860	3952	0.450563004423745	60
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	3990	LIPC	3990	LIPC	P11150	lipase, hepatic	null	hydrolase; storage protein	3990	LIPC	0.444706981831615	umls:C0011860	0.444706981831615	3990	0.444706981831615	umls:C0011860	3990	0.444706981831615	umls:C0011860	3990	0.444706981831615	16
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	3630	INS	3630	INS	P01308	insulin	Developmental Biology; Metabolism of proteins; Signal Transduction; Metabolism	signaling molecule	3630	INS	0.442612885323647	umls:C0011860	0.442612885323647	3630	0.442612885323647	umls:C0011860	3630	0.442612885323647	umls:C0011860	3630	0.442612885323647	2252
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	2642	GCGR	2642	GCGR	P47871	glucagon receptor	Signal Transduction; Metabolism	defense/immunity protein; receptor	2642	GCGR	0.421770780249635	umls:C0011860	0.421770780249635	2642	0.421770780249635	umls:C0011860	2642	0.421770780249635	umls:C0011860	2642	0.421770780249635	17
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	6927	HNF1A	6927	HNF1A	P20823	HNF1 homeobox A	Developmental Biology	nucleic acid binding; transcription factor	6927	HNF1A	0.416517577470432	umls:C0011860	0.416517577470432	6927	0.416517577470432	umls:C0011860	6927	0.416517577470432	umls:C0011860	6927	0.416517577470432	132
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	2820	GPD2	2820	GPD2	P43304	glycerol-3-phosphate dehydrogenase 2 (mitochondrial)	Metabolism	null	2820	GPD2	0.413734590369816	umls:C0011860	0.413734590369816	2820	0.413734590369816	umls:C0011860	2820	0.413734590369816	umls:C0011860	2820	0.413734590369816	7
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	9370	ADIPOQ	9370	ADIPOQ	Q15848	adiponectin, C1Q and collagen domain containing	Developmental Biology	defense/immunity protein; extracellular matrix protein	9370	ADIPOQ	0.410708801829034	umls:C0011860	0.410708801829034	9370	0.410708801829034	umls:C0011860	9370	0.410708801829034	umls:C0011860	9370	0.410708801829034	132
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	7124	TNF	7124	TNF	P01375	tumor necrosis factor	Developmental Biology; Programmed Cell Death	signaling molecule	7124	TNF	0.403904692146786	umls:C0011860	0.403904692146786	7124	0.403904692146786	umls:C0011860	7124	0.403904692146786	umls:C0011860	7124	0.403904692146786	105
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	54901	CDKAL1	54901	CDKAL1	Q5VV42	CDK5 regulatory subunit associated protein 1-like 1	null	null	54901	CDKAL1	0.388711301626182	umls:C0011860	0.388711301626182	54901	0.388711301626182	umls:C0011860	54901	0.388711301626182	umls:C0011860	54901	0.388711301626182	112
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	10891	PPARGC1A	10891	PPARGC1A	Q9UBK2	peroxisome proliferator-activated receptor gamma, coactivator 1 alpha	Organelle biogenesis and maintenance; Developmental Biology; Circadian Clock; Metabolism	transcription factor	10891	PPARGC1A	0.38751935521358	umls:C0011860	0.38751935521358	10891	0.38751935521358	umls:C0011860	10891	0.38751935521358	umls:C0011860	10891	0.38751935521358	62
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	4846	NOS3	4846	NOS3	P29474	nitric oxide synthase 3 (endothelial cell)	Hemostasis; Signal Transduction; Metabolism	calcium-binding protein; oxidoreductase	4846	NOS3	0.383295750728289	umls:C0011860	0.383295750728289	4846	0.383295750728289	umls:C0011860	4846	0.383295750728289	umls:C0011860	4846	0.383295750728289	58
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	7351	UCP2	7351	UCP2	P55851	uncoupling protein 2 (mitochondrial, proton carrier)	Metabolism	calcium-binding protein; transfer/carrier protein; transporter	7351	UCP2	0.38312897567792	umls:C0011860	0.38312897567792	7351	0.38312897567792	umls:C0011860	7351	0.38312897567792	umls:C0011860	7351	0.38312897567792	56
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	3953	LEPR	3953	LEPR	P48357	leptin receptor	Signal Transduction	defense/immunity protein; receptor; signaling molecule	3953	LEPR	0.348598050788214	umls:C0011860	0.348598050788214	3953	0.348598050788214	umls:C0011860	3953	0.348598050788214	umls:C0011860	3953	0.348598050788214	26
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	3651	PDX1	3651	PDX1	P52945	pancreatic and duodenal homeobox 1	Developmental Biology	nucleic acid binding; transcription factor	3651	PDX1	0.343582349262229	umls:C0011860	0.343582349262229	3651	0.343582349262229	umls:C0011860	3651	0.343582349262229	umls:C0011860	3651	0.343582349262229	43
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	8660	IRS2	8660	IRS2	Q9Y4H2	insulin receptor substrate 2	Immune System; Signal Transduction	null	8660	IRS2	0.340102299396393	umls:C0011860	0.340102299396393	8660	0.340102299396393	umls:C0011860	8660	0.340102299396393	umls:C0011860	8660	0.340102299396393	27
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	5468	PPARG	5468	PPARG	P37231	peroxisome proliferator-activated receptor gamma	Developmental Biology; Gene Expression; Metabolism	nucleic acid binding; receptor; transcription factor	5468	PPARG	0.340077420854321	umls:C0011860	0.340077420854321	5468	0.340077420854321	umls:C0011860	5468	0.340077420854321	umls:C0011860	5468	0.340077420854321	267
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	3383	ICAM1	3383	ICAM1	P05362	intercellular adhesion molecule 1	Extracellular matrix organization; Immune System	cell adhesion molecule; signaling molecule	3383	ICAM1	0.338372307909717	umls:C0011860	0.338372307909717	3383	0.338372307909717	umls:C0011860	3383	0.338372307909717	umls:C0011860	3383	0.338372307909717	17
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	5506	PPP1R3A	5506	PPP1R3A	Q16821	protein phosphatase 1, regulatory subunit 3A	null	enzyme modulator	5506	PPP1R3A	0.331371585855717	umls:C0011860	0.331371585855717	5506	0.331371585855717	umls:C0011860	5506	0.331371585855717	umls:C0011860	5506	0.331371585855717	15
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	4843	NOS2	4843	NOS2	P35228	nitric oxide synthase 2, inducible	Hemostasis	calcium-binding protein; oxidoreductase	4843	NOS2	0.32678648177562	umls:C0011860	0.32678648177562	4843	0.32678648177562	umls:C0011860	4843	0.32678648177562	umls:C0011860	4843	0.32678648177562	9
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	1906	EDN1	1906	EDN1	P05305	endothelin 1	Signal Transduction	null	1906	EDN1	0.319219239118792	umls:C0011860	0.319219239118792	1906	0.319219239118792	umls:C0011860	1906	0.319219239118792	umls:C0011860	1906	0.319219239118792	12
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	7132	TNFRSF1A	7132	TNFRSF1A	P19438	tumor necrosis factor receptor superfamily, member 1A	Programmed Cell Death	receptor	7132	TNFRSF1A	0.318290730383799	umls:C0011860	0.318290730383799	7132	0.318290730383799	umls:C0011860	7132	0.318290730383799	umls:C0011860	7132	0.318290730383799	8
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	488	ATP2A2	488	ATP2A2	P16615	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	null	hydrolase; transporter	488	ATP2A2	0.312522577064729	umls:C0011860	0.312522577064729	488	0.312522577064729	umls:C0011860	488	0.312522577064729	umls:C0011860	488	0.312522577064729	3
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	1909	EDNRA	1909	EDNRA	P25101	endothelin receptor type A	Signal Transduction	receptor	1909	EDNRA	0.310850513710281	umls:C0011860	0.310850513710281	1909	0.310850513710281	umls:C0011860	1909	0.310850513710281	umls:C0011860	1909	0.310850513710281	5
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	1374	CPT1A	1374	CPT1A	P50416	carnitine palmitoyltransferase 1A (liver)	Signal Transduction; Circadian Clock; Metabolism	transferase	1374	CPT1A	0.310283504570094	umls:C0011860	0.310283504570094	1374	0.310283504570094	umls:C0011860	1374	0.310283504570094	umls:C0011860	1374	0.310283504570094	3
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	1910	EDNRB	1910	EDNRB	P24530	endothelin receptor type B	Signal Transduction	receptor	1910	EDNRB	0.310283504570094	umls:C0011860	0.310283504570094	1910	0.310283504570094	umls:C0011860	1910	0.310283504570094	umls:C0011860	1910	0.310283504570094	3
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	3767	KCNJ11	3767	KCNJ11	Q14654	potassium channel, inwardly rectifying subfamily J, member 11	Neuronal System; Metabolism	null	3767	KCNJ11	0.294381393028056	umls:C0011860	0.294381393028056	3767	0.294381393028056	umls:C0011860	3767	0.294381393028056	umls:C0011860	3767	0.294381393028056	133
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	79068	FTO	79068	FTO	Q9C0B1	fat mass and obesity associated	null	null	79068	FTO	0.289845319906557	umls:C0011860	0.289845319906557	79068	0.289845319906557	umls:C0011860	79068	0.289845319906557	umls:C0011860	79068	0.289845319906557	106
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	169026	SLC30A8	169026	SLC30A8	Q8IWU4	solute carrier family 30 (zinc transporter), member 8	Metabolism of proteins; Transmembrane transport of small molecules	transporter	169026	SLC30A8	0.288994806196276	umls:C0011860	0.288994806196276	169026	0.288994806196276	umls:C0011860	169026	0.288994806196276	umls:C0011860	169026	0.288994806196276	119
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	3784	KCNQ1	3784	KCNQ1	P51787	potassium channel, voltage gated KQT-like subfamily Q, member 1	Neuronal System	transporter	3784	KCNQ1	0.285309246785058	umls:C0011860	0.285309246785058	3784	0.285309246785058	umls:C0011860	3784	0.285309246785058	umls:C0011860	3784	0.285309246785058	67
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	3087	HHEX	3087	HHEX	Q03014	hematopoietically expressed homeobox	null	nucleic acid binding; transcription factor	3087	HHEX	0.284458733074777	umls:C0011860	0.284458733074777	3087	0.284458733074777	umls:C0011860	3087	0.284458733074777	umls:C0011860	3087	0.284458733074777	99
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	7466	WFS1	7466	WFS1	O76024	Wolfram syndrome 1 (wolframin)	Metabolism of proteins	null	7466	WFS1	0.276804109682248	umls:C0011860	0.276804109682248	7466	0.276804109682248	umls:C0011860	7466	0.276804109682248	umls:C0011860	7466	0.276804109682248	48
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	221895	JAZF1	221895	JAZF1	Q86VZ6	JAZF zinc finger 1	null	null	221895	JAZF1	0.274536073121499	umls:C0011860	0.274536073121499	221895	0.274536073121499	umls:C0011860	221895	0.274536073121499	umls:C0011860	221895	0.274536073121499	40
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	3375	IAPP	3375	IAPP	P10997	islet amyloid polypeptide	Developmental Biology; Signal Transduction	signaling molecule	3375	IAPP	0.273812651716652	umls:C0011860	0.273812651716652	3375	0.273812651716652	umls:C0011860	3375	0.273812651716652	umls:C0011860	3375	0.273812651716652	76
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	7422	VEGFA	7422	VEGFA	P15692	vascular endothelial growth factor A	Cellular responses to stress; Hemostasis; Signal Transduction; Developmental Biology	signaling molecule	7422	VEGFA	0.271846721006401	umls:C0011860	0.271846721006401	7422	0.271846721006401	umls:C0011860	7422	0.271846721006401	umls:C0011860	7422	0.271846721006401	42
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	56999	ADAMTS9	56999	ADAMTS9	Q9P2N4	ADAM metallopeptidase with thrombospondin type 1 motif, 9	Metabolism of proteins; Extracellular matrix organization	enzyme modulator; extracellular matrix protein; hydrolase; protease	56999	ADAMTS9	0.266743638744715	umls:C0011860	0.266743638744715	56999	0.266743638744715	umls:C0011860	56999	0.266743638744715	umls:C0011860	56999	0.266743638744715	27
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	63892	THADA	63892	THADA	Q6YHU6	thyroid adenoma associated	null	receptor	63892	THADA	0.264426571225368	umls:C0011860	0.264426571225368	63892	0.264426571225368	umls:C0011860	63892	0.264426571225368	umls:C0011860	63892	0.264426571225368	27
