cui,Disease Name,cui,Disease Name,MeSH Disease Class,UMLS Semantic Type,cui,Disease Name,gene,Symbol,gene,Symbol,Uniprot,Gene Name,Pathway,Panther Protein Class,gene,Symbol,Score,Score,Disease,# Of PMIDs,Gene,Disease,Gene,# Of PMIDs,Disease,# Of PMIDs,# Of PMIDs,Gene
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,1401,CRP,1401,CRP,P02741,"C-reactive protein, pentraxin-related",Immune System,defense/immunity protein,1401,CRP,0.01219069651,0.01219069651,umls:C0011847,43,1401,umls:C0011847,1401,43,umls:C0011847,43,43,1401
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,348,APOE,348,APOE,P02649,apolipoprotein E,null,null,348,APOE,0.01190719194,0.01190719194,umls:C0011847,42,348,umls:C0011847,348,42,umls:C0011847,42,42,348
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,3643,INSR,3643,INSR,P06213,insulin receptor,Signal Transduction,null,3643,INSR,0.01138921376,0.01138921376,umls:C0011847,32,3643,umls:C0011847,3643,32,umls:C0011847,32,32,3643
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,2572,GAD2,2572,GAD2,Q05329,"glutamate decarboxylase 2 (pancreatic islets and brain, 65kDa)",Neuronal System,lyase,2572,GAD2,0.01105667823,0.01105667823,umls:C0011847,39,2572,umls:C0011847,2572,39,umls:C0011847,39,39,2572
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,7124,TNF,7124,TNF,P01375,tumor necrosis factor,Developmental Biology; Programmed Cell Death,signaling molecule,7124,TNF,0.01105667823,0.01105667823,umls:C0011847,39,7124,umls:C0011847,7124,39,umls:C0011847,39,39,7124
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,2641,GCG,2641,GCG,P01275,glucagon,Metabolism of proteins; Signal Transduction; Metabolism,signaling molecule,2641,GCG,0.01077317366,0.01077317366,umls:C0011847,38,2641,umls:C0011847,2641,38,umls:C0011847,38,38,2641
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,3123,HLA-DRB1,3123,HLA-DRB1,P01912;P01911;Q29974,"major histocompatibility complex, class II, DR beta 1",Immune System,null,3123,HLA-DRB1,0.01077317366,0.01077317366,umls:C0011847,38,3123,umls:C0011847,3123,38,umls:C0011847,38,38,3123
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,7422,VEGFA,7422,VEGFA,P15692,vascular endothelial growth factor A,Cellular responses to stress; Hemostasis; Signal Transduction; Developmental Biology,signaling molecule,7422,VEGFA,0.01077317366,0.01077317366,umls:C0011847,38,7422,umls:C0011847,7422,38,umls:C0011847,38,38,7422
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,213,ALB,213,ALB,P02768,albumin,null,transfer/carrier protein,213,ALB,0.01048966909,0.01048966909,umls:C0011847,37,213,umls:C0011847,213,37,umls:C0011847,37,37,213
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,3569,IL6,3569,IL6,P05231,interleukin 6,Developmental Biology; Immune System; Cellular responses to stress; Signal Transduction,signaling molecule,3569,IL6,0.01020616452,0.01020616452,umls:C0011847,36,3569,umls:C0011847,3569,36,umls:C0011847,36,36,3569
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,3119,HLA-DQB1,3119,HLA-DQB1,P01920,"major histocompatibility complex, class II, DQ beta 1",Immune System,defense/immunity protein,3119,HLA-DQB1,0.009922659953,0.009922659953,umls:C0011847,35,3119,umls:C0011847,3119,35,umls:C0011847,35,35,3119
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,6833,ABCC8,6833,ABCC8,Q09428,"ATP-binding cassette, sub-family C (CFTR/MRP), member 8",Neuronal System; Transmembrane transport of small molecules; Metabolism,transporter,6833,ABCC8,0.009355650813,0.009355650813,umls:C0011847,33,6833,umls:C0011847,6833,33,umls:C0011847,33,33,6833
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,3133,HLA-E,3133,HLA-E,P13747,"major histocompatibility complex, class I, E",Immune System,defense/immunity protein; receptor,3133,HLA-E,0.009072146243,0.009072146243,umls:C0011847,32,3133,umls:C0011847,3133,32,umls:C0011847,32,32,3133
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,3952,LEP,3952,LEP,P41159,leptin,Developmental Biology; Signal Transduction; Metabolism of proteins,signaling molecule,3952,LEP,0.008788641673,0.008788641673,umls:C0011847,31,3952,umls:C0011847,3952,31,umls:C0011847,31,31,3952
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,129831,RBM45,129831,RBM45,Q8IUH3,RNA binding motif protein 45,null,nucleic acid binding; transcription factor,129831,RBM45,0.008788641673,0.008788641673,umls:C0011847,31,129831,umls:C0011847,129831,31,umls:C0011847,31,31,129831
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,3479,IGF1,3479,IGF1,P05019,insulin-like growth factor 1 (somatomedin C),Hemostasis; Metabolism of proteins; Signal Transduction,signaling molecule,3479,IGF1,0.008505137103,0.008505137103,umls:C0011847,30,3479,umls:C0011847,3479,30,umls:C0011847,30,30,3479
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,79068,FTO,79068,FTO,Q9C0B1,fat mass and obesity associated,null,null,79068,FTO,0.008505137103,0.008505137103,umls:C0011847,30,79068,umls:C0011847,79068,30,umls:C0011847,30,30,79068
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,5465,PPARA,5465,PPARA,Q07869,peroxisome proliferator-activated receptor alpha,null,nucleic acid binding; receptor; transcription factor,5465,PPARA,0.008221632533,0.008221632533,umls:C0011847,29,5465,umls:C0011847,5465,29,umls:C0011847,29,29,5465
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,11132,CAPN10,11132,CAPN10,Q9HC96,calpain 10,null,calcium-binding protein; hydrolase; protease,11132,CAPN10,0.007938127963,0.007938127963,umls:C0011847,28,11132,umls:C0011847,11132,28,umls:C0011847,28,28,11132
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,169026,SLC30A8,169026,SLC30A8,Q8IWU4,"solute carrier family 30 (zinc transporter), member 8",Metabolism of proteins; Transmembrane transport of small molecules,transporter,169026,SLC30A8,0.007938127963,0.007938127963,umls:C0011847,28,169026,umls:C0011847,169026,28,umls:C0011847,28,28,169026
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,5054,SERPINE1,5054,SERPINE1,P05121,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1",Hemostasis; Extracellular matrix organization; Gene Expression; Circadian Clock; Signal Transduction,enzyme modulator,5054,SERPINE1,0.007703654351,0.007703654351,umls:C0011847,20,5054,umls:C0011847,5054,20,umls:C0011847,20,20,5054
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,183,AGT,183,AGT,P01019,"angiotensinogen (serpin peptidase inhibitor, clade A, member 8)",null,enzyme modulator,183,AGT,0.007654623393,0.007654623393,umls:C0011847,27,183,umls:C0011847,183,27,umls:C0011847,27,27,183
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,3651,PDX1,3651,PDX1,P52945,pancreatic and duodenal homeobox 1,Developmental Biology,nucleic acid binding; transcription factor,3651,PDX1,0.007654623393,0.007654623393,umls:C0011847,27,3651,umls:C0011847,3651,27,umls:C0011847,27,27,3651
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,9370,ADIPOQ,9370,ADIPOQ,Q15848,"adiponectin, C1Q and collagen domain containing",Developmental Biology,defense/immunity protein; extracellular matrix protein,9370,ADIPOQ,0.007654623393,0.007654623393,umls:C0011847,27,9370,umls:C0011847,9370,27,umls:C0011847,27,27,9370
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,3120,HLA-DQB2,3120,HLA-DQB2,P05538,"major histocompatibility complex, class II, DQ beta 2",null,defense/immunity protein,3120,HLA-DQB2,0.007371118822,0.007371118822,umls:C0011847,26,3120,umls:C0011847,3120,26,umls:C0011847,26,26,3120
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,7351,UCP2,7351,UCP2,P55851,"uncoupling protein 2 (mitochondrial, proton carrier)",Metabolism,calcium-binding protein; transfer/carrier protein; transporter,7351,UCP2,0.007371118822,0.007371118822,umls:C0011847,26,7351,umls:C0011847,7351,26,umls:C0011847,26,26,7351
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,2571,GAD1,2571,GAD1,Q99259,"glutamate decarboxylase 1 (brain, 67kDa)",null,lyase,2571,GAD1,0.007087614252,0.007087614252,umls:C0011847,25,2571,umls:C0011847,2571,25,umls:C0011847,25,25,2571
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,6928,HNF1B,6928,HNF1B,P35680,HNF1 homeobox B,Developmental Biology,nucleic acid binding; transcription factor,6928,HNF1B,0.006804109682,0.006804109682,umls:C0011847,24,6928,umls:C0011847,6928,24,umls:C0011847,24,24,6928
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,3126,HLA-DRB4,3126,HLA-DRB4,P13762,"major histocompatibility complex, class II, DR beta 4",Immune System,defense/immunity protein,3126,HLA-DRB4,0.005670091402,0.005670091402,umls:C0011847,20,3126,umls:C0011847,3126,20,umls:C0011847,20,20,3126
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,4846,NOS3,4846,NOS3,P29474,nitric oxide synthase 3 (endothelial cell),Hemostasis; Signal Transduction; Metabolism,calcium-binding protein; oxidoreductase,4846,NOS3,0.005670091402,0.005670091402,umls:C0011847,20,4846,umls:C0011847,4846,20,umls:C0011847,20,20,4846
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,3240,HP,3240,HP,P00738,haptoglobin,Binding and Uptake of Ligands by Scavenger Receptors,calcium-binding protein; defense/immunity protein; hydrolase; protease,3240,HP,0.005386586832,0.005386586832,umls:C0011847,19,3240,umls:C0011847,3240,19,umls:C0011847,19,19,3240
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,5444,PON1,5444,PON1,P27169,paraoxonase 1,null,null,5444,PON1,0.005386586832,0.005386586832,umls:C0011847,19,5444,umls:C0011847,5444,19,umls:C0011847,19,19,5444
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,5972,REN,5972,REN,P00797,renin,Metabolism of proteins,hydrolase; protease,5972,REN,0.005386586832,0.005386586832,umls:C0011847,19,5972,umls:C0011847,5972,19,umls:C0011847,19,19,5972
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,3667,IRS1,3667,IRS1,P35568,insulin receptor substrate 1,Immune System; Signal Transduction,null,3667,IRS1,0.005103082262,0.005103082262,umls:C0011847,18,3667,umls:C0011847,3667,18,umls:C0011847,18,18,3667
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,948,CD36,948,CD36,P16671,CD36 molecule (thrombospondin receptor),null,receptor,948,CD36,0.004819577692,0.004819577692,umls:C0011847,17,948,umls:C0011847,948,17,umls:C0011847,17,17,948
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,1493,CTLA4,1493,CTLA4,P16410,cytotoxic T-lymphocyte-associated protein 4,Immune System,signaling molecule,1493,CTLA4,0.004819577692,0.004819577692,umls:C0011847,17,1493,umls:C0011847,1493,17,umls:C0011847,17,17,1493
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,6517,SLC2A4,6517,SLC2A4,P14672,"solute carrier family 2 (facilitated glucose transporter), member 4",Developmental Biology; Membrane Trafficking; Transmembrane transport of small molecules; Metabolism,transporter,6517,SLC2A4,0.004819577692,0.004819577692,umls:C0011847,17,6517,umls:C0011847,6517,17,umls:C0011847,17,17,6517
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,23411,SIRT1,23411,SIRT1,Q96EB6,sirtuin 1,Cellular responses to stress; Gene Expression,hydrolase; nucleic acid binding,23411,SIRT1,0.004819577692,0.004819577692,umls:C0011847,17,23411,umls:C0011847,23411,17,umls:C0011847,17,17,23411
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,55532,SLC30A10,55532,SLC30A10,Q6XR72,"solute carrier family 30, member 10",null,transporter,55532,SLC30A10,0.004819577692,0.004819577692,umls:C0011847,17,55532,umls:C0011847,55532,17,umls:C0011847,17,17,55532
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,8660,IRS2,8660,IRS2,Q9Y4H2,insulin receptor substrate 2,Immune System; Signal Transduction,null,8660,IRS2,0.004536073121,0.004536073121,umls:C0011847,16,8660,umls:C0011847,8660,16,umls:C0011847,16,16,8660
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,3375,IAPP,3375,IAPP,P10997,islet amyloid polypeptide,Developmental Biology; Signal Transduction,signaling molecule,3375,IAPP,0.004252568551,0.004252568551,umls:C0011847,15,3375,umls:C0011847,3375,15,umls:C0011847,15,15,3375
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,5167,ENPP1,5167,ENPP1,P22413,ectonucleotide pyrophosphatase/phosphodiesterase 1,Metabolism,hydrolase; phosphatase,5167,ENPP1,0.004252568551,0.004252568551,umls:C0011847,15,5167,umls:C0011847,5167,15,umls:C0011847,15,15,5167
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,5973,RENBP,5973,RENBP,P51606,renin binding protein,null,isomerase,5973,RENBP,0.004252568551,0.004252568551,umls:C0011847,15,5973,umls:C0011847,5973,15,umls:C0011847,15,15,5973
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,56729,RETN,56729,RETN,Q9HD89,resistin,null,null,56729,RETN,0.004252568551,0.004252568551,umls:C0011847,15,56729,umls:C0011847,56729,15,umls:C0011847,15,15,56729
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,3565,IL4,3565,IL4,P05112,interleukin 4,null,signaling molecule,3565,IL4,0.003969063981,0.003969063981,umls:C0011847,14,3565,umls:C0011847,3565,14,umls:C0011847,14,14,3565
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,7466,WFS1,7466,WFS1,O76024,Wolfram syndrome 1 (wolframin),Metabolism of proteins,null,7466,WFS1,0.003969063981,0.003969063981,umls:C0011847,14,7466,umls:C0011847,7466,14,umls:C0011847,14,14,7466
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,3105,HLA-A,3105,HLA-A,P30443;P01892;P04439;P30450;P01891,"major histocompatibility complex, class I, A",Immune System,null,3105,HLA-A,0.003685559411,0.003685559411,umls:C0011847,13,3105,umls:C0011847,3105,13,umls:C0011847,13,13,3105
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,52,ACP1,52,ACP1,P24666,"acid phosphatase 1, soluble",null,hydrolase; oxidoreductase; phosphatase,52,ACP1,0.003402054841,0.003402054841,umls:C0011847,12,52,umls:C0011847,52,12,umls:C0011847,12,12,52
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,185,AGTR1,185,AGTR1,P30556,"angiotensin II receptor, type 1",null,receptor,185,AGTR1,0.003402054841,0.003402054841,umls:C0011847,12,185,umls:C0011847,185,12,umls:C0011847,12,12,185
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,231,AKR1B1,231,AKR1B1,P15121,"aldo-keto reductase family 1, member B1 (aldose reductase)",null,oxidoreductase,231,AKR1B1,0.003402054841,0.003402054841,umls:C0011847,12,231,umls:C0011847,231,12,umls:C0011847,12,12,231
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,1906,EDN1,1906,EDN1,P05305,endothelin 1,Signal Transduction,null,1906,EDN1,0.003402054841,0.003402054841,umls:C0011847,12,1906,umls:C0011847,1906,12,umls:C0011847,12,12,1906
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,2335,FN1,2335,FN1,P02751,fibronectin 1,null,signaling molecule,2335,FN1,0.003402054841,0.003402054841,umls:C0011847,12,2335,umls:C0011847,2335,12,umls:C0011847,12,12,2335
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,3458,IFNG,3458,IFNG,P01579,"interferon, gamma",Immune System,signaling molecule,3458,IFNG,0.003402054841,0.003402054841,umls:C0011847,12,3458,umls:C0011847,3458,12,umls:C0011847,12,12,3458
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,3586,IL10,3586,IL10,P22301,interleukin 10,null,signaling molecule,3586,IL10,0.003402054841,0.003402054841,umls:C0011847,12,3586,umls:C0011847,3586,12,umls:C0011847,12,12,3586
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,5770,PTPN1,5770,PTPN1,P18031,"protein tyrosine phosphatase, non-receptor type 1",Hemostasis; Signal Transduction; Immune System,hydrolase; phosphatase,5770,PTPN1,0.003402054841,0.003402054841,umls:C0011847,12,5770,umls:C0011847,5770,12,umls:C0011847,12,12,5770
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,5871,MAP4K2,5871,MAP4K2,Q12851,mitogen-activated protein kinase kinase kinase kinase 2,null,null,5871,MAP4K2,0.003402054841,0.003402054841,umls:C0011847,12,5871,umls:C0011847,5871,12,umls:C0011847,12,12,5871
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,7352,UCP3,7352,UCP3,P55916,"uncoupling protein 3 (mitochondrial, proton carrier)",Metabolism,calcium-binding protein; transfer/carrier protein; transporter,7352,UCP3,0.003402054841,0.003402054841,umls:C0011847,12,7352,umls:C0011847,7352,12,umls:C0011847,12,12,7352
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,8050,PDHX,8050,PDHX,O00330,"pyruvate dehydrogenase complex, component X",Signal Transduction; Metabolism,transferase,8050,PDHX,0.003402054841,0.003402054841,umls:C0011847,12,8050,umls:C0011847,8050,12,umls:C0011847,12,12,8050
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,54901,CDKAL1,54901,CDKAL1,Q5VV42,CDK5 regulatory subunit associated protein 1-like 1,null,null,54901,CDKAL1,0.003402054841,0.003402054841,umls:C0011847,12,54901,umls:C0011847,54901,12,umls:C0011847,12,12,54901
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,79813,EHMT1,79813,EHMT1,Q9H9B1,euchromatic histone-lysine N-methyltransferase 1,Cellular responses to stress; Chromatin organization,nucleic acid binding; transferase,79813,EHMT1,0.003402054841,0.003402054841,umls:C0011847,12,79813,umls:C0011847,79813,12,umls:C0011847,12,12,79813
C0011847,Diabetes,C0011847,Diabetes,Nutritional and Metabolic Diseases;Endocrine System Diseases,Disease or Syndrome,C0011847,Diabetes,100125288,ZGLP1,100125288,ZGLP1,P0C6A0,"zinc finger, GATA-like protein 1",null,nucleic acid binding; transcription factor,100125288,ZGLP1,0.003402054841,0.003402054841,umls:C0011847,12,100125288,umls:C0011847,100125288,12,umls:C0011847,12,12,100125288
